coset,d,k,n,diameter,last_layer_size,total_states,growth,central
8Different,4,1,13,55,4,8648640,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1698, 2442, 3407, 4655, 6325, 8587, 11553, 15345, 20198, 26435, 34400, 44727, 57933, 74491, 95249, 121188, 153298, 192401, 238948, 291893, 349279, 408675, 467152, 523172, 575047, 617625, 645265, 653653, 638783, 598172, 528618, 435030, 325768, 218236, 128308, 67111, 32728, 15994, 7691, 2958, 869, 168, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,4,1,14,36,7,352800,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2447, 3417, 4667, 6327, 8511, 11248, 14548, 18440, 22848, 27634, 32422, 36079, 37866, 36645, 31896, 24691, 15973, 7939, 3010, 956, 300, 69, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,15,67,14,32432400,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3422, 4677, 6341, 8561, 11391, 14851, 19052, 24165, 30397, 38229, 47927, 59640, 73871, 91482, 113674, 141715, 177386, 221783, 275858, 341383, 420718, 515096, 623585, 743908, 872831, 1006608, 1142365, 1278604, 1416249, 1554331, 1687639, 1806083, 1898375, 1958671, 1981021, 1958930, 1887086, 1761308, 1580175, 1350549, 1085865, 808896, 552107, 351723, 212243, 125977, 71918, 38275, 18249, 7304, 2188, 396, 14]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,16,45,5,1128960,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3423, 4682, 6351, 8575, 11412, 14892, 19084, 24099, 30078, 37247, 45579, 54820, 64524, 74613, 84476, 92572, 98523, 100234, 95272, 83931, 67070, 47032, 28655, 14521, 6414, 2476, 754, 218, 89, 31, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,17,80,4,98017920,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3423, 4683, 6356, 8585, 11426, 14913, 19161, 24309, 30499, 38119, 47291, 57946, 70200, 84484, 101673, 122546, 148019, 178166, 213249, 254903, 306326, 370371, 449595, 547089, 666527, 811326, 982145, 1176267, 1390739, 1622609, 1868753, 2125122, 2390955, 2666563, 2951291, 3242321, 3537469, 3834416, 4129364, 4412086, 4665345, 4867241, 5003327, 5067887, 5057706, 4961414, 4771240, 4478015, 4074204, 3563878, 2980026, 2364602, 1774433, 1255578, 842615, 549138, 351435, 219850, 128806, 68511, 30382, 10531, 2713, 403, 43, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,18,52,3,3048192,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3423, 4683, 6357, 8590, 11436, 14927, 19182, 24351, 30577, 38200, 47307, 57828, 69646, 83069, 98467, 115951, 135791, 156780, 176558, 194265, 209639, 221153, 226943, 224781, 213109, 191532, 160069, 120966, 80156, 47923, 26399, 12748, 5389, 1891, 586, 159, 50, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,19,92,4,253955520,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3423, 4683, 6357, 8591, 11441, 14937, 19196, 24372, 30619, 38318, 47580, 58344, 70731, 85116, 102135, 122253, 146130, 173483, 203806, 237650, 276778, 322628, 376364, 439544, 515054, 606440, 716750, 848213, 1005882, 1196604, 1427082, 1699526, 2013497, 2366685, 2753081, 3164201, 3593764, 4040595, 4507468, 4998121, 5512077, 6045056, 6594431, 7161639, 7749839, 8354877, 8960668, 9548536, 10098558, 10587985, 10988721, 11278443, 11449569, 11499038, 11412722, 11164230, 10731534, 10106500, 9280511, 8268362, 7107427, 5873704, 4651683, 3526797, 2568948, 1808278, 1246478, 842460, 551810, 341654, 196466, 100188, 42549, 14451, 3817, 668, 92, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,1,20,62,1,7257600,"[1, 3, 6, 12, 22, 40, 71, 122, 202, 317, 485, 743, 1137, 1699, 2448, 3423, 4683, 6357, 8591, 11442, 14942, 19206, 24386, 30640, 38360, 47658, 58460, 70843, 85169, 102055, 121856, 145010, 170844, 198478, 227974, 259720, 293681, 328808, 363817, 397654, 429241, 454866, 468993, 469855, 457456, 433706, 395475, 342177, 272585, 195066, 126858, 76941, 44704, 25240, 13107, 6229, 2487, 864, 235, 97, 46, 6, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,9,29,3,181440,"[1, 3, 6, 12, 22, 40, 71, 123, 212, 359, 591, 931, 1399, 2049, 2959, 4239, 5977, 8232, 11088, 14460, 17982, 21492, 24206, 24811, 20623, 13007, 5294, 1139, 109, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,4,2,10,20,10,14400,"[1, 3, 6, 12, 22, 40, 70, 116, 188, 303, 495, 777, 1138, 1594, 2095, 2415, 2336, 1801, 827, 151, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,4,2,11,42,4,1663200,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 463, 726, 1128, 1738, 2659, 4011, 5883, 8407, 11713, 15918, 21302, 28278, 37206, 48220, 61224, 76229, 93014, 110777, 128746, 145095, 157379, 162091, 156847, 138918, 109521, 74125, 40188, 15596, 4146, 749, 123, 24, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,4,2,12,27,29,86400,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1622, 2372, 3402, 4778, 6536, 8701, 10904, 12269, 11901, 9729, 6486, 3251, 1133, 267, 29]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,4,2,13,54,2,8648640,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1620, 2368, 3404, 4799, 6687, 9284, 12848, 17614, 23844, 31841, 41764, 53867, 68691, 86894, 109077, 135934, 168271, 206329, 249993, 299394, 353590, 411243, 469984, 527997, 581088, 624618, 652298, 657819, 638099, 590341, 514763, 414904, 302419, 192821, 103418, 46720, 18704, 6904, 2464, 769, 132, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,4,2,14,35,2,352800,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2374, 3416, 4798, 6599, 8956, 11995, 15832, 20548, 26085, 31968, 37093, 40031, 39702, 35848, 27986, 18265, 9898, 4564, 1674, 452, 73, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,15,67,3,32432400,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3422, 4812, 6634, 9035, 12146, 16090, 21079, 27371, 35180, 44874, 56977, 72093, 90479, 112512, 139309, 171608, 210360, 257340, 314244, 382277, 461908, 553300, 655838, 769339, 893283, 1026557, 1168171, 1316684, 1467058, 1611667, 1744464, 1856719, 1941012, 1992445, 2006709, 1976249, 1887491, 1733743, 1517278, 1254662, 967635, 680665, 432639, 250002, 136338, 72247, 36786, 17026, 6774, 2221, 560, 69, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,16,44,4,1128960,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3423, 4818, 6648, 9055, 12174, 16113, 21019, 27070, 34267, 42710, 52445, 63399, 74713, 85765, 95421, 102272, 104090, 99965, 88139, 70320, 49923, 30619, 15897, 7262, 2923, 991, 330, 128, 41, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,17,79,4,98017920,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3423, 4819, 6654, 9069, 12194, 16161, 21149, 27349, 34826, 43675, 54150, 66685, 81478, 98999, 120224, 145706, 176199, 212765, 256745, 309282, 371654, 445980, 534275, 639449, 763226, 907990, 1074100, 1260909, 1467562, 1693707, 1937611, 2200412, 2481149, 2777161, 3084236, 3398491, 3714253, 4025112, 4323781, 4597036, 4828439, 5002693, 5110944, 5147794, 5105456, 4967453, 4715884, 4336514, 3838427, 3253719, 2620399, 1980060, 1396383, 923234, 583267, 355835, 213694, 122599, 64093, 29325, 10918, 3282, 752, 90, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,18,51,2,3048192,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3423, 4819, 6655, 9075, 12208, 16181, 21178, 27404, 34894, 43752, 54155, 66388, 80473, 96481, 114758, 134732, 155806, 177391, 198864, 217490, 231278, 237480, 233974, 219173, 193902, 159570, 118811, 78795, 46853, 25185, 11990, 5148, 1925, 659, 236, 68, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,19,91,18,253955520,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3423, 4819, 6655, 9076, 12214, 16195, 21198, 27433, 34971, 43924, 54520, 67096, 81753, 98767, 118742, 141881, 168448, 199201, 235162, 277147, 326416, 384191, 451537, 530366, 622316, 730396, 857615, 1008138, 1184749, 1391934, 1631863, 1906204, 2214798, 2558028, 2931224, 3334410, 3770307, 4237379, 4732967, 5255903, 5805156, 6377164, 6970219, 7579419, 8201343, 8827923, 9443198, 10022956, 10542164, 10981141, 11319191, 11540214, 11633839, 11585388, 11389090, 11013824, 10441983, 9649957, 8656274, 7498663, 6238911, 4959406, 3755168, 2701869, 1855066, 1242239, 821509, 531862, 329493, 188221, 96974, 43049, 16087, 4809, 1145, 206, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,2,20,61,1,7257600,"[1, 3, 6, 12, 22, 40, 70, 116, 187, 295, 462, 717, 1089, 1621, 2375, 3423, 4819, 6655, 9076, 12215, 16201, 21212, 27453, 35000, 43979, 54607, 67225, 81872, 98824, 118635, 141339, 166921, 195577, 227479, 262590, 299792, 338728, 377581, 414720, 447111, 472098, 486026, 485982, 469506, 436600, 387743, 325869, 253922, 182576, 120706, 73986, 41939, 21853, 10536, 4949, 2100, 752, 269, 98, 33, 6, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,9,29,8,181440,"[1, 3, 6, 12, 22, 40, 71, 123, 210, 347, 558, 881, 1365, 2061, 3025, 4313, 6000, 8131, 10834, 14230, 18123, 21784, 24107, 23489, 19724, 13679, 6494, 1628, 171, 8]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,4,3,10,20,5,14400,"[1, 3, 6, 12, 22, 39, 65, 106, 179, 304, 511, 806, 1170, 1613, 2066, 2365, 2347, 1818, 821, 141, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,4,3,11,41,3,1663200,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 263, 426, 709, 1169, 1858, 2825, 4127, 5869, 8235, 11453, 15658, 21011, 27859, 36408, 47089, 60215, 75526, 92293, 109621, 126403, 141577, 153131, 158369, 154636, 139484, 113836, 80391, 45695, 19467, 5945, 1122, 109, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,4,3,12,28,1,86400,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 646, 1007, 1548, 2332, 3417, 4845, 6659, 8684, 10538, 11764, 11718, 10067, 6884, 3562, 1316, 289, 34, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,4,3,13,55,1,8648640,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1476, 2160, 3135, 4543, 6590, 9498, 13414, 18463, 24824, 32841, 43066, 56038, 71937, 90920, 113441, 140809, 173995, 212867, 256148, 302891, 352515, 405405, 460852, 515889, 565916, 606173, 632631, 640374, 624488, 582339, 515936, 426082, 318996, 211320, 120451, 56662, 21479, 6875, 1961, 454, 59, 4, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,4,3,14,35,5,352800,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2149, 3074, 4330, 6033, 8352, 11419, 15456, 20587, 26334, 32204, 37631, 40923, 40596, 36281, 28144, 18674, 10216, 4414, 1376, 336, 69, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,15,67,5,32432400,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3080, 4339, 6032, 8289, 11240, 15099, 20195, 26892, 35623, 46889, 61009, 78164, 98615, 123003, 152114, 186824, 227831, 276332, 333601, 401103, 479771, 569254, 668346, 776589, 893905, 1020166, 1155357, 1297331, 1441739, 1582819, 1714887, 1830595, 1919142, 1971877, 1984132, 1950760, 1863959, 1718334, 1517963, 1270857, 991258, 707795, 456332, 264030, 139463, 68947, 32497, 14136, 5433, 1653, 377, 70, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,16,43,7,1128960,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3081, 4346, 6051, 8316, 11245, 14958, 19649, 25527, 32850, 41889, 52773, 65223, 78549, 91358, 101818, 107965, 108157, 100531, 85381, 66043, 45506, 27564, 14150, 6219, 2327, 797, 268, 65, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,17,79,34,98017920,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3081, 4347, 6058, 8335, 11277, 15031, 19800, 25764, 33157, 42317, 53646, 67616, 84740, 105597, 130719, 160763, 196423, 238715, 288154, 345631, 412362, 489936, 580416, 686392, 810142, 952171, 1112534, 1291112, 1489208, 1707979, 1949236, 2210745, 2489893, 2784427, 3091921, 3408712, 3727074, 4037405, 4330307, 4592081, 4808608, 4970840, 5073093, 5106828, 5059185, 4912204, 4654637, 4285120, 3802632, 3227531, 2595082, 1961748, 1381805, 902351, 553889, 328168, 189613, 105815, 55245, 26582, 10858, 3451, 853, 177, 34]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,18,51,5,3048192,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3081, 4347, 6059, 8342, 11296, 15061, 19842, 25826, 33209, 42276, 53231, 66305, 81635, 99182, 119259, 141756, 166156, 191012, 213661, 231718, 242333, 243639, 234297, 213728, 182328, 143347, 103064, 67402, 39825, 21461, 10167, 4273, 1740, 663, 243, 76, 5]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,19,91,24,253955520,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3081, 4347, 6059, 8343, 11303, 15080, 19872, 25872, 33318, 42508, 53683, 67033, 82765, 101157, 122634, 147933, 177837, 213344, 255068, 303902, 360785, 426822, 503267, 591363, 692939, 809680, 944409, 1100411, 1281099, 1489738, 1729799, 2001737, 2303267, 2634490, 2997284, 3394790, 3827662, 4295289, 4798601, 5335285, 5902580, 6496999, 7111306, 7736290, 8359694, 8967418, 9546485, 10081833, 10558224, 10959581, 11273553, 11484266, 11569466, 11512193, 11286362, 10872463, 10259262, 9448196, 8450680, 7298794, 6052306, 4781533, 3572398, 2530092, 1710596, 1119760, 725126, 463695, 287501, 165565, 87255, 40515, 16238, 5374, 1417, 277, 24]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,3,20,60,2,7257600,"[1, 3, 6, 12, 22, 39, 65, 104, 166, 261, 410, 644, 989, 1475, 2150, 3081, 4347, 6059, 8343, 11304, 15087, 19891, 25902, 33360, 42573, 53783, 67169, 82887, 101155, 122308, 146679, 174464, 205924, 240896, 279173, 319798, 361504, 402723, 440267, 470950, 490734, 497719, 488014, 462046, 418236, 360281, 292688, 220475, 153499, 99847, 60790, 34104, 17894, 8828, 3818, 1590, 692, 271, 82, 16, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,9,29,64,181440,"[1, 3, 6, 12, 23, 44, 78, 130, 214, 344, 541, 836, 1264, 1896, 2795, 4003, 5548, 7557, 10130, 13303, 16848, 19438, 21094, 21751, 20279, 16523, 11209, 4609, 897, 64]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,4,4,10,21,1,14400,"[1, 3, 6, 12, 21, 35, 59, 102, 175, 286, 453, 713, 1063, 1498, 1986, 2339, 2269, 1795, 1112, 402, 69, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,4,4,11,42,1,1663200,"[1, 3, 6, 12, 21, 34, 53, 85, 144, 243, 405, 662, 1045, 1610, 2447, 3650, 5330, 7648, 10776, 14794, 19815, 26175, 34421, 44876, 57449, 71793, 87297, 103297, 119672, 135379, 148082, 155269, 154215, 143204, 122218, 92151, 58205, 28261, 9856, 2284, 288, 23, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,4,4,12,29,1,86400,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 217, 340, 544, 880, 1403, 2155, 3170, 4470, 6055, 7925, 9770, 11078, 11345, 10452, 8054, 5012, 2331, 707, 126, 14, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,4,4,13,54,10,8648640,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 504, 767, 1186, 1858, 2870, 4299, 6260, 8863, 12253, 16702, 22591, 30317, 40120, 52268, 67032, 84798, 106599, 133542, 166075, 203405, 244681, 289570, 337702, 388369, 440891, 493068, 540713, 579354, 606166, 619551, 615241, 589559, 540620, 466726, 369827, 261921, 161077, 85252, 37344, 13124, 3751, 804, 112, 10]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,4,4,14,35,26,352800,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1138, 1711, 2541, 3716, 5375, 7650, 10618, 14311, 18830, 23974, 29399, 34048, 37600, 39341, 37940, 32927, 24056, 14411, 7229, 2773, 842, 186, 26]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,15,67,12,32432400,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3547, 4983, 6972, 9735, 13503, 18531, 25059, 33337, 43714, 56660, 72810, 92905, 117348, 146613, 181319, 222203, 270585, 327858, 395436, 473751, 561190, 656537, 759451, 869598, 987852, 1114504, 1248345, 1384843, 1517998, 1642491, 1751877, 1841520, 1904475, 1931899, 1914903, 1849790, 1736873, 1577923, 1371802, 1122805, 847417, 580521, 358087, 198819, 100000, 46476, 19596, 7256, 2387, 655, 142, 12]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,16,44,2,1128960,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3544, 4951, 6825, 9299, 12564, 16839, 22383, 29463, 38181, 48593, 60400, 73304, 86087, 97613, 106197, 108919, 104054, 92066, 74968, 55023, 35230, 19393, 9384, 4089, 1532, 459, 95, 16, 2]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,17,81,1,98017920,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3545, 4958, 6841, 9310, 12494, 16569, 21749, 28413, 37023, 47984, 61771, 79044, 100253, 125852, 156455, 192968, 236755, 288717, 349396, 419203, 498615, 589900, 695382, 816996, 955409, 1111319, 1284198, 1473408, 1679963, 1904356, 2147348, 2409606, 2688428, 2980622, 3282265, 3586649, 3887877, 4179710, 4449915, 4678775, 4855239, 4971177, 5021205, 4996759, 4888976, 4684030, 4366325, 3940693, 3421001, 2831950, 2213979, 1618407, 1099456, 696252, 414244, 234923, 129560, 69004, 34222, 14972, 5749, 1791, 422, 50, 5, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,18,52,7,3048192,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3545, 4959, 6849, 9335, 12539, 16618, 21727, 28125, 36077, 45863, 57968, 72856, 90823, 111578, 134728, 159746, 186371, 212178, 234385, 248755, 252226, 243090, 221672, 189854, 152242, 112916, 76268, 46801, 26084, 13508, 6513, 2871, 1091, 384, 125, 28, 7]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,19,93,1,253955520,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3545, 4959, 6850, 9343, 12564, 16664, 21807, 28233, 36221, 46039, 57983, 72689, 90750, 112734, 139255, 171000, 209015, 254202, 307559, 369955, 441617, 523632, 617178, 723317, 843680, 981073, 1138624, 1318349, 1522252, 1752768, 2011134, 2298382, 2614608, 2961197, 3340184, 3754357, 4204270, 4687952, 5204834, 5752912, 6326534, 6920884, 7529209, 8144212, 8752462, 9334511, 9872013, 10349193, 10756990, 11086746, 11325627, 11449573, 11432176, 11249995, 10891595, 10351969, 9620995, 8705150, 7615804, 6407951, 5154744, 3937333, 2836803, 1938644, 1270380, 810063, 508260, 313508, 187109, 106422, 56190, 26240, 10529, 3404, 875, 217, 35, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,4,4,20,62,1,7257600,"[1, 3, 6, 12, 21, 34, 53, 84, 137, 216, 331, 503, 757, 1137, 1701, 2491, 3545, 4959, 6850, 9344, 12572, 16689, 21853, 28297, 36306, 46122, 58068, 72592, 89957, 110432, 134493, 162659, 195479, 233024, 275020, 320268, 366232, 410953, 451338, 484704, 506821, 512970, 501884, 472502, 424913, 362901, 292278, 221757, 156648, 102733, 63431, 37547, 21316, 11153, 5427, 2426, 1039, 426, 134, 37, 10, 3, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,9,37,15,181440,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 205, 287, 396, 540, 731, 982, 1305, 1711, 2211, 2831, 3611, 4573, 5737, 7139, 8787, 10685, 12788, 14969, 17025, 18457, 18163, 16417, 13695, 9614, 5340, 2182, 555, 94, 15]","[0, 1, 2, 3, 4, 5, 6, 7, 7]"
8Different,5,1,10,24,9,14400,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 418, 581, 783, 1033, 1345, 1690, 1980, 2001, 1569, 1055, 581, 319, 141, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7]"
8Different,5,1,11,54,41,1663200,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 295, 425, 604, 834, 1131, 1524, 2017, 2611, 3347, 4268, 5415, 6830, 8523, 10532, 12959, 15802, 18863, 22155, 26148, 31184, 37185, 44123, 52084, 60962, 70206, 79863, 89294, 98435, 106239, 111288, 112105, 108782, 103683, 96990, 86588, 72830, 57636, 41448, 26593, 15837, 8750, 4267, 1511, 392, 41]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7]"
8Different,5,1,12,21,9,5184,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 531, 557, 582, 626, 625, 476, 271, 141, 54, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7]"
8Different,5,1,13,76,4,8648640,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 761, 995, 1304, 1677, 2099, 2628, 3351, 4344, 5671, 7306, 9160, 11238, 13625, 16378, 19611, 23573, 28399, 33900, 39859, 46314, 53338, 60869, 68890, 77711, 88158, 101182, 117024, 135162, 155273, 177493, 202089, 228591, 256335, 284420, 312648, 340779, 369842, 398038, 423308, 444362, 459395, 465395, 460025, 442561, 416459, 381654, 337510, 289150, 239146, 188893, 141359, 99209, 64501, 40129, 24355, 14367, 7775, 4004, 1884, 780, 325, 130, 39, 4]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7]"
8Different,5,1,14,45,1,352800,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 999, 1308, 1665, 2038, 2474, 3068, 3904, 5029, 6426, 8092, 10135, 12672, 15655, 18905, 22161, 25096, 27611, 29448, 29939, 28993, 27053, 23475, 18155, 12279, 7285, 3749, 1588, 585, 222, 106, 36, 1]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,15,94,18,32432400,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1312, 1672, 2045, 2468, 3010, 3733, 4687, 5869, 7284, 9043, 11306, 14203, 17865, 22446, 28002, 34357, 41236, 48627, 56881, 66375, 77302, 89795, 103943, 119398, 135282, 151070, 167218, 184610, 203987, 226016, 251117, 279430, 311659, 349149, 392794, 442726, 499460, 562083, 628310, 695878, 764717, 833831, 903015, 971386, 1037778, 1103100, 1169760, 1236011, 1296301, 1344265, 1375475, 1388842, 1383332, 1353755, 1301379, 1233555, 1157277, 1075906, 986188, 885847, 773717, 649597, 522686, 406651, 307116, 224671, 160014, 111605, 76036, 51731, 34478, 22164, 13988, 8595, 5082, 2936, 1523, 617, 159, 18]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7]"
8Different,5,1,16,35,6,55296,"[1, 3, 6, 12, 22, 40, 67, 100, 144, 206, 294, 417, 574, 762, 1000, 1313, 1676, 2052, 2411, 2799, 3299, 3909, 4490, 4570, 4673, 4785, 4842, 4155, 3160, 1846, 1061, 406, 151, 30, 14, 6]","[0, 1, 2, 3, 4, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
