coset,d,k,n,diameter,last_layer_size,total_states,growth,central
3Different,1,1,12,18,1,72,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 5, 4, 4, 3, 2, 2, 1]",
3Different,1,1,13,32,1,156,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 6, 7, 8, 7, 6, 6, 6, 6, 6, 5, 5, 7, 6, 4, 4, 3, 2, 2, 2, 1]",
3Different,1,1,14,20,1,98,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 8, 8, 7, 5, 3, 2, 1]",
3Different,1,1,15,39,1,210,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 9, 8, 8, 7, 7, 8, 7, 6, 7, 8, 7, 6, 5, 5, 7, 7, 6, 5, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,1,16,25,1,128,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 10, 9, 8, 7, 5, 4, 4, 3, 2, 2, 1]",
3Different,1,1,17,46,1,272,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 10, 10, 9, 8, 9, 9, 8, 8, 8, 9, 9, 7, 6, 7, 8, 8, 8, 6, 5, 7, 7, 6, 6, 5, 3, 2, 2, 2, 2, 2, 2, 1]",
3Different,1,1,18,27,1,162,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 10, 10, 10, 9, 9, 10, 8, 6, 6, 5, 3, 2, 1]",
3Different,1,1,19,53,1,342,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 10, 10, 10, 10, 10, 10, 10, 9, 9, 11, 10, 8, 8, 8, 9, 10, 9, 7, 7, 8, 8, 8, 7, 7, 8, 7, 6, 6, 5, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1]",
3Different,1,1,20,32,1,200,"[1, 2, 2, 3, 4, 4, 4, 4, 5, 7, 8, 7, 6, 7, 9, 10, 10, 10, 10, 11, 11, 10, 10, 9, 8, 7, 5, 4, 4, 3, 2, 2, 1]",
3Different,1,2,9,10,1,54,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 5, 1]",
3Different,1,2,10,18,1,90,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 6, 4, 5, 6, 5, 3, 2, 2, 1]",
3Different,1,2,11,20,1,110,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 7, 5, 5, 7, 7, 5, 4, 3, 2, 1]",
3Different,1,2,12,16,1,96,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 9, 6, 4, 3, 1]",
3Different,1,2,13,25,2,156,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 11, 9, 7, 6, 5, 4, 5, 6, 5, 4, 4, 4, 2]",
3Different,1,2,14,28,1,182,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 14, 11, 8, 8, 6, 3, 3, 5, 6, 5, 4, 4, 4, 3, 1]",
3Different,1,2,15,20,1,150,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 14, 9, 6, 5, 3, 1]",
3Different,1,2,16,35,1,240,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 15, 13, 10, 8, 9, 9, 7, 6, 6, 5, 4, 5, 6, 5, 4, 4, 4, 3, 2, 2, 1]",
3Different,1,2,17,38,1,272,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 15, 14, 13, 10, 8, 9, 10, 9, 8, 8, 7, 5, 5, 6, 6, 5, 4, 4, 4, 3, 2, 2, 2, 1]",
3Different,1,2,18,26,1,216,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 15, 14, 14, 13, 11, 9, 8, 7, 5, 4, 3, 1]",
3Different,1,2,19,45,1,342,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 15, 14, 14, 14, 14, 13, 12, 12, 11, 9, 8, 9, 9, 7, 6, 6, 5, 5, 7, 8, 6, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,2,20,48,1,380,"[1, 2, 3, 5, 6, 6, 7, 9, 9, 8, 8, 9, 11, 13, 15, 15, 14, 14, 14, 15, 16, 16, 15, 14, 13, 10, 8, 9, 9, 7, 6, 6, 6, 5, 5, 7, 8, 7, 5, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1]",
3Different,1,3,9,16,1,72,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 6, 7, 7, 5, 4, 3, 2, 1]",
3Different,1,3,10,12,1,50,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 6, 4, 2, 1]",
3Different,1,3,11,21,1,110,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 9, 7, 5, 5, 7, 7, 6, 5, 3, 2, 1]",
3Different,1,3,12,14,1,72,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 6, 2, 1]",
3Different,1,3,13,25,2,156,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 7, 7, 8, 8, 8, 8, 8, 7, 6, 6, 5, 4, 2]",
3Different,1,3,14,19,1,98,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 6, 4, 3, 2, 2, 1]",
3Different,1,3,15,32,1,210,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 10, 10, 9, 9, 10, 9, 8, 7, 7, 9, 8, 6, 5, 4, 4, 3, 2, 1]",
3Different,1,3,16,21,1,128,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 11, 10, 7, 5, 3, 2, 1]",
3Different,1,3,17,38,1,272,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 11, 12, 11, 11, 11, 10, 10, 9, 9, 10, 9, 8, 8, 9, 9, 8, 8, 6, 4, 3, 2, 2, 2, 1]",
3Different,1,3,18,25,1,162,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 11, 12, 12, 11, 8, 5, 4, 4, 3, 2, 1]",
3Different,1,3,19,45,1,342,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 11, 12, 12, 13, 13, 12, 11, 10, 11, 12, 11, 9, 9, 11, 11, 10, 9, 8, 9, 9, 8, 7, 6, 5, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,3,20,27,1,200,"[1, 2, 2, 3, 5, 6, 6, 6, 6, 7, 9, 10, 9, 8, 9, 11, 12, 12, 13, 14, 13, 10, 7, 6, 6, 4, 2, 1]",
3Different,1,4,9,20,1,72,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 5, 4, 4, 3, 3, 5, 5, 3, 2, 2, 2, 1]",
3Different,1,4,10,10,2,40,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 5, 2]",
3Different,1,4,11,27,1,110,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 5, 5, 7, 7, 6, 5, 4, 5, 5, 3, 2, 2, 2, 2, 2, 2, 1]",
3Different,1,4,12,35,1,132,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 5, 5, 6, 5, 3, 2, 2, 3, 5, 5, 3, 2, 3, 5, 5, 4, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,4,13,40,1,156,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 6, 5, 4, 4, 3, 3, 5, 5, 4, 4, 5, 6, 5, 3, 2, 2, 2, 3, 5, 6, 5, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,4,14,36,1,182,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 9, 8, 7, 6, 7, 8, 7, 6, 6, 4, 3, 5, 5, 3, 2, 3, 5, 5, 4, 4, 4, 3, 1]",
3Different,1,4,15,18,1,90,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 7, 3, 2, 1]",
3Different,1,4,16,43,1,240,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 8, 7, 9, 9, 8, 8, 7, 6, 7, 7, 6, 6, 6, 7, 7, 5, 3, 2, 2, 3, 5, 6, 5, 4, 4, 3, 2, 1]",
3Different,1,4,17,57,1,272,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 9, 7, 6, 6, 5, 4, 4, 4, 5, 6, 5, 4, 4, 4, 5, 7, 6, 3, 2, 3, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 6, 6, 6, 5, 4, 3, 2, 2, 2, 1]",
3Different,1,4,18,62,1,306,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 9, 9, 9, 8, 8, 7, 6, 5, 3, 2, 2, 2, 3, 5, 5, 4, 4, 5, 7, 7, 5, 4, 4, 3, 3, 5, 6, 5, 4, 4, 4, 4, 4, 4, 3, 3, 5, 6, 6, 6, 5, 4, 4, 3, 2, 2, 1]",
3Different,1,4,19,58,1,342,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 9, 9, 11, 11, 10, 10, 9, 8, 9, 9, 8, 8, 8, 9, 10, 9, 7, 6, 5, 5, 7, 7, 5, 3, 3, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,1,4,20,26,1,160,"[1, 2, 2, 2, 3, 5, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 9, 9, 11, 12, 10, 7, 6, 4, 2, 2, 1]",
3Different,2,1,9,11,1,72,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 10, 6, 1]",
3Different,2,1,10,13,2,90,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 10, 7, 4, 2]",
3Different,2,1,11,15,1,110,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 9, 10, 8, 3, 1]",
3Different,2,1,12,17,2,132,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 12, 11, 9, 5, 3, 2]",
3Different,2,1,13,19,1,156,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 13, 10, 11, 9, 5, 3, 1]",
3Different,2,1,14,21,2,182,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 12, 12, 12, 11, 7, 4, 3, 2]",
3Different,2,1,15,23,1,210,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 14, 13, 12, 13, 10, 6, 5, 3, 1]",
3Different,2,1,16,25,2,240,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 16, 15, 13, 14, 13, 12, 9, 6, 4, 3, 2]",
3Different,2,1,17,27,1,272,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 16, 17, 15, 15, 14, 13, 15, 12, 7, 6, 5, 3, 1]",
3Different,2,1,18,29,2,306,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 16, 17, 17, 17, 15, 14, 16, 15, 13, 10, 8, 6, 4, 3, 2]",
3Different,2,1,19,31,1,342,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 16, 17, 17, 19, 17, 15, 17, 16, 14, 16, 14, 9, 7, 6, 5, 3, 1]",
3Different,2,1,20,33,2,380,"[1, 3, 5, 6, 6, 7, 9, 9, 9, 12, 12, 11, 14, 15, 14, 16, 17, 17, 19, 19, 17, 18, 17, 15, 17, 17, 15, 11, 9, 8, 6, 4, 3, 2]",
3Different,2,2,9,12,2,72,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 8, 7, 6, 2]",
3Different,2,2,10,14,1,90,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 9, 9, 8, 4, 1]",
3Different,2,2,11,15,3,110,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 11, 9, 9, 8, 3]",
3Different,2,2,12,17,3,132,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 11, 10, 11, 9, 5, 3]",
3Different,2,2,13,19,1,156,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 12, 12, 10, 10, 10, 5, 1]",
3Different,2,2,14,21,2,182,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 14, 11, 11, 13, 11, 6, 4, 2]",
3Different,2,2,15,23,1,210,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 13, 12, 14, 12, 11, 11, 7, 3, 1]",
3Different,2,2,16,25,2,240,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 15, 14, 15, 13, 12, 14, 13, 8, 5, 3, 2]",
3Different,2,2,17,27,1,272,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 15, 16, 17, 14, 13, 15, 14, 13, 12, 8, 5, 3, 1]",
3Different,2,2,18,29,2,306,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 15, 16, 19, 16, 14, 16, 15, 14, 15, 14, 10, 7, 4, 3, 2]",
3Different,2,2,19,31,1,342,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 15, 16, 19, 18, 16, 17, 16, 15, 16, 15, 15, 14, 9, 6, 5, 3, 1]",
3Different,2,2,20,33,2,380,"[1, 2, 3, 5, 6, 6, 7, 9, 10, 10, 11, 13, 13, 14, 16, 15, 16, 19, 18, 18, 19, 17, 16, 17, 16, 16, 17, 15, 11, 9, 6, 4, 3, 2]",
3Different,2,3,9,14,1,72,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 8, 6, 6, 5, 3, 1]",
3Different,2,3,10,16,1,90,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 8, 7, 8, 8, 3, 2, 1]",
3Different,2,3,11,17,2,110,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 9, 9, 9, 8, 6, 4, 2]",
3Different,2,3,12,19,1,132,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 11, 10, 9, 9, 10, 6, 2, 1]",
3Different,2,3,13,20,2,156,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 12, 10, 10, 11, 11, 8, 5, 2]",
3Different,2,3,14,22,1,182,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 12, 11, 12, 12, 11, 11, 7, 4, 1]",
3Different,2,3,15,23,3,210,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 13, 13, 13, 12, 12, 12, 10, 7, 3]",
3Different,2,3,16,25,3,240,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 15, 15, 14, 13, 13, 13, 13, 13, 8, 5, 3]",
3Different,2,3,17,27,1,272,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 15, 17, 16, 14, 14, 14, 14, 14, 13, 11, 9, 5, 1]",
3Different,2,3,18,29,2,306,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 15, 17, 18, 16, 15, 15, 15, 15, 14, 14, 15, 10, 6, 4, 2]",
3Different,2,3,19,31,1,342,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 15, 17, 18, 18, 17, 16, 16, 16, 15, 15, 16, 15, 12, 10, 7, 3, 1]",
3Different,2,3,20,33,2,380,"[1, 2, 2, 3, 5, 6, 7, 8, 9, 10, 10, 11, 13, 14, 14, 15, 17, 18, 18, 19, 18, 17, 17, 16, 16, 17, 16, 15, 16, 12, 8, 5, 3, 2]",
3Different,2,4,9,14,2,72,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 8, 7, 7, 6, 5, 2]",
3Different,2,4,10,17,1,90,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 9, 7, 6, 7, 8, 3, 2, 1]",
3Different,2,4,11,19,1,110,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 9, 7, 8, 8, 7, 5, 4, 3, 1]",
3Different,2,4,12,21,1,132,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 9, 9, 9, 8, 8, 9, 5, 3, 2, 1]",
3Different,2,4,13,22,2,156,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 11, 10, 9, 9, 10, 10, 7, 4, 4, 2]",
3Different,2,4,14,24,1,182,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 12, 10, 10, 11, 11, 10, 10, 8, 4, 2, 1]",
3Different,2,4,15,25,2,210,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 12, 11, 12, 12, 11, 11, 13, 10, 5, 4, 2]",
3Different,2,4,16,27,1,240,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 14, 13, 13, 13, 12, 12, 14, 13, 11, 9, 6, 2, 1]",
3Different,2,4,17,28,2,272,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 14, 15, 15, 14, 13, 13, 15, 14, 12, 14, 12, 7, 5, 2]",
3Different,2,4,18,30,1,306,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 14, 15, 17, 16, 14, 14, 16, 15, 13, 15, 15, 13, 10, 7, 4, 1]",
3Different,2,4,19,31,3,342,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 14, 15, 17, 18, 16, 15, 17, 16, 14, 16, 16, 14, 15, 13, 9, 7, 3]",
3Different,2,4,20,33,3,380,"[1, 2, 2, 2, 3, 5, 6, 7, 9, 10, 11, 11, 11, 13, 14, 14, 15, 17, 18, 18, 17, 18, 17, 15, 17, 17, 15, 16, 16, 15, 12, 8, 5, 3]",
3Different,3,1,9,9,1,54,"[1, 3, 5, 8, 9, 8, 8, 8, 3, 1]",
3Different,3,1,10,17,1,90,"[1, 3, 5, 8, 9, 8, 8, 8, 7, 6, 6, 6, 5, 3, 2, 2, 2, 1]",
3Different,3,1,11,18,1,110,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 10, 9, 7, 6, 4, 2, 2, 2, 1]",
3Different,3,1,12,14,1,96,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 10, 4, 2, 1]",
3Different,3,1,13,24,1,156,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 14, 11, 7, 5, 4, 4, 5, 6, 6, 5, 4, 3, 2, 1]",
3Different,3,1,14,25,1,182,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 13, 9, 6, 6, 5, 5, 6, 6, 5, 4, 4, 3, 1]",
3Different,3,1,15,18,2,150,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 12, 5, 4, 4, 2]",
3Different,3,1,16,32,1,240,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 13, 10, 8, 9, 10, 8, 6, 6, 5, 4, 5, 6, 6, 5, 4, 4, 4, 3, 1]",
3Different,3,1,17,34,1,272,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 13, 12, 12, 12, 12, 12, 10, 8, 7, 6, 5, 5, 6, 6, 5, 4, 4, 4, 3, 2, 1]",
3Different,3,1,18,24,1,216,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 13, 12, 13, 15, 12, 8, 8, 6, 3, 2, 1]",
3Different,3,1,19,42,1,342,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 13, 12, 13, 16, 17, 14, 12, 12, 9, 7, 8, 8, 7, 6, 6, 6, 6, 7, 7, 6, 5, 4, 4, 4, 3, 2, 2, 2, 1]",
3Different,3,1,20,44,1,380,"[1, 3, 5, 8, 9, 8, 8, 8, 8, 9, 12, 15, 15, 14, 13, 12, 13, 16, 19, 19, 17, 15, 13, 10, 8, 9, 10, 8, 6, 6, 6, 6, 7, 8, 7, 5, 4, 4, 4, 3, 2, 2, 2, 2, 1]",
3Different,3,2,9,13,2,72,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 6, 4, 5, 5, 2]",
3Different,3,2,10,10,1,50,"[1, 2, 3, 5, 7, 7, 7, 8, 6, 3, 1]",
3Different,3,2,11,19,1,110,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 6, 5, 7, 8, 7, 4, 3, 3, 1]",
3Different,3,2,12,12,2,72,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 4, 2]",
3Different,3,2,13,22,2,156,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 9, 8, 9, 10, 9, 7, 6, 7, 6, 2]",
3Different,3,2,14,16,1,98,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 8, 8, 5, 2, 1]",
3Different,3,2,15,29,1,210,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 11, 10, 10, 10, 9, 7, 6, 7, 8, 7, 5, 5, 5, 3, 1]",
3Different,3,2,16,20,1,128,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 10, 5, 2, 2, 2, 1]",
3Different,3,2,17,34,1,272,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 13, 14, 12, 10, 10, 10, 9, 8, 8, 9, 11, 11, 9, 8, 8, 7, 4, 2, 2, 1]",
3Different,3,2,18,22,1,162,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 13, 13, 11, 7, 4, 4, 3, 1]",
3Different,3,2,19,42,1,342,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 13, 14, 14, 14, 12, 10, 10, 11, 11, 10, 11, 12, 12, 11, 8, 7, 9, 10, 9, 6, 5, 5, 3, 2, 2, 2, 2, 1]",
3Different,3,2,20,25,1,200,"[1, 2, 3, 5, 7, 7, 7, 9, 9, 8, 8, 8, 9, 11, 12, 13, 14, 14, 14, 14, 8, 5, 4, 4, 3, 1]",
3Different,3,3,9,18,1,72,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 5, 3, 3, 5, 5, 3, 2, 3, 3, 1]",
3Different,3,3,10,10,1,40,"[1, 2, 2, 3, 5, 7, 7, 6, 4, 2, 1]",
3Different,3,3,11,23,2,110,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 9, 6, 4, 5, 6, 5, 4, 3, 2, 2, 3, 4, 2]",
3Different,3,3,12,33,1,132,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 9, 6, 3, 2, 2, 3, 5, 5, 3, 2, 3, 4, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,3,3,13,39,1,156,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 8, 7, 5, 3, 2, 3, 5, 6, 5, 4, 4, 4, 4, 4, 3, 2, 2, 3, 5, 5, 4, 4, 4, 3, 2, 2, 2, 2, 2, 1]",
3Different,3,3,14,35,1,182,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 7, 6, 7, 8, 8, 7, 5, 3, 3, 5, 5, 3, 2, 3, 4, 4, 4, 4, 4, 4, 3, 1]",
3Different,3,3,15,16,1,90,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 4, 3, 1]",
3Different,3,3,16,41,1,240,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 8, 9, 10, 9, 8, 8, 8, 8, 8, 7, 6, 7, 8, 7, 5, 3, 2, 2, 3, 5, 5, 4, 4, 4, 4, 3, 2, 1]",
3Different,3,3,17,55,1,272,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 8, 9, 10, 8, 5, 4, 4, 5, 6, 6, 5, 4, 4, 5, 6, 5, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 6, 6, 4, 2, 2, 2, 2, 2, 1]",
3Different,3,3,18,61,1,306,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 8, 9, 10, 10, 9, 7, 5, 4, 4, 3, 2, 2, 3, 5, 6, 5, 4, 5, 6, 6, 6, 5, 3, 2, 3, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 6, 6, 5, 3, 2, 2, 2, 2, 1]",
3Different,3,3,19,55,1,342,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 8, 9, 11, 12, 12, 11, 9, 9, 10, 10, 9, 8, 8, 9, 9, 8, 7, 6, 5, 5, 7, 7, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 4, 2, 2, 2, 1]",
3Different,3,3,20,25,1,160,"[1, 2, 2, 3, 5, 7, 7, 6, 6, 7, 9, 10, 9, 8, 8, 9, 11, 12, 12, 10, 6, 3, 2, 2, 2, 1]",
3Different,3,4,9,11,1,54,"[1, 2, 2, 2, 3, 5, 7, 7, 7, 8, 9, 1]",
3Different,3,4,10,14,2,50,"[1, 2, 2, 2, 3, 5, 7, 6, 4, 4, 3, 2, 3, 4, 2]",
3Different,3,4,11,28,2,110,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 6, 5, 4, 3, 3, 5, 6, 4, 2, 3, 4, 4, 4, 3, 2, 2, 3, 4, 2]",
3Different,3,4,12,12,1,48,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 4, 2, 1]",
3Different,3,4,13,35,2,156,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 6, 6, 7, 8, 8, 7, 5, 5, 6, 5, 4, 4, 3, 2, 2, 2, 3, 5, 6, 5, 3, 2, 2, 3, 4, 2]",
3Different,3,4,14,21,2,98,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 6, 6, 7, 8, 7, 6, 4, 2, 2, 3, 4, 2]",
3Different,3,4,15,24,2,150,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 6, 6, 7, 9, 10, 9, 7, 5, 5, 7, 8, 8, 9, 11, 2]",
3Different,3,4,16,27,2,128,"[1, 2, 2, 2, 3, 5, 7, 7, 6, 6, 6, 6, 7, 8, 7, 6, 4, 2, 3, 5, 6, 6, 5, 4, 3, 3, 4, 2]",
